Task ID,Task Name,BIM Elements,Recipe Name,Operation Name,Element Name,Element ID,Crew Type,Number of Crews,Workforce,Start Date,End Date,Duration (Working),Duration (Calendar),Predecessors,Labor Hours Budgeted,Latest Start,Latest End,Critical,Free Slack (hrs),Total Slack (hrs),Driving Task(s),Driving Constraint Type(s),Subcontractor,Trade,Crane,Excavator,Rebar,Concrete Pump,Concrete,Concrete R,Slab Formwork Sets,PR: colform,PR: hoursperday,Property: zone,Property: building,Property: element_alice_type,Property: element_family_and_type,Property: Qtty_Duct,Property: Qtty_piping,Cost: Total Direct,Cost: Hourly Crew,Cost: Hourly Equipment,Cost: Labor,Cost: Equipment,Cost: Material,Schedule Name
A312320039,Install Rebar [PO_B_L0_Column],,Concrete Columns (Podium),Install Rebar,PO_B_L0_Column,8476ff8b-e31e-41ef-846a-9b4a4a19a54d,C_Steel Crew,1,3,3/2/2020 9:00,3/6/2020 17:00,40,104,,120,3/2/2020,3/6/2020,Yes,0,0,A899037476,Crew,Concrete Sub,Concrete Sub,Crane A,0,15047.87359,0,0,0,0,,,,,,,,,36853.61842,300,0,12000,8000,16853.61842,1 Crew  and Equipment each
A33292514,Set Up Forms [PO_A_L1_Column],,Concrete Columns (Podium),Set Up Forms,PO_A_L1_Column,28ed610e-e636-41b9-9003-7ab58d592693,C_Carpenter Crew,1,3,3/2/2020 9:00,3/5/2020 17:00,32,80,A899037476,96,3/2/2020,3/5/2020,Yes,0,0,"A899037476, A1168353049","Precedence, Crew",Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,9600,300,0,9600,0,0,1 Crew  and Equipment each
A1602642609,Pour Concrete [PO_A_L1_Core Wall 2],,Core Walls,Pour Concrete,PO_A_L1_Core Wall 2,3291fa8d-caaf-4c9d-a9b9-6be6144041d6,C_Concrete Crew,1,3,3/2/2020 9:00,3/2/2020 17:00,8,8,A1168353049,24,3/5/2020,3/5/2020,No,0,24,A1168353049,Precedence,Concrete Sub,Concrete Sub,,0,0,1,2058.307257,2058.307257,0,,,,,,,,,17720.68991,300,500,2400,4000,11320.68991,1 Crew  and Equipment each
A2071379669,Cure [PO_A_L1_Core Wall 2],,Core Walls,Cure,PO_A_L1_Core Wall 2,3291fa8d-caaf-4c9d-a9b9-6be6144041d6,,0,0,3/2/2020 17:00,3/4/2020 9:00,40,40,A1602642609FaS,0,10/31/2022,11/1/2022,No,23336,23336,A1602642609,Precedence,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1 Crew  and Equipment each
A1818169189,Climb Platform [B1_A_L2_Core Wall],,Core Walls,Climb Platform,B1_A_L2_Core Wall,ebfa5097-75ca-4a35-a132-71eeef18234a,C_Carpenter Crew,1,3,3/6/2020 9:00,3/6/2020 17:00,8,8,,24,3/6/2020,3/6/2020,Yes,0,0,A33292514,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A325624239,Pour Concrete [PO_A_L1_Column],,Concrete Columns (Podium),Pour Concrete,PO_A_L1_Column,28ed610e-e636-41b9-9003-7ab58d592693,C_Concrete Crew,1,3,3/6/2020 9:00,3/6/2020 17:00,8,8,A33292514,24,3/6/2020,3/6/2020,Yes,0,0,A33292514,Precedence,Concrete Sub,Concrete Sub,,0,0,1,1159.451299,1159.451299,0,,,,,,,,,12776.98215,300,500,2400,4000,6376.982146,1 Crew  and Equipment each
A2031437424,Cure [PO_A_L1_Column],,Concrete Columns (Podium),Cure,PO_A_L1_Column,28ed610e-e636-41b9-9003-7ab58d592693,,0,0,3/6/2020 17:00,3/8/2020 17:00,48,48,A325624239FaS,0,10/30/2022,11/1/2022,No,23232,23232,A325624239,Precedence,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1 Crew  and Equipment each
A1039611659,Install Rebar [B1_C_L2_Core Wall],,Core Walls,Install Rebar,B1_C_L2_Core Wall,cafe10b9-9d9e-42db-98d8-4ef637689590,C_Steel Crew,1,3,3/9/2020 9:00,3/11/2020 17:00,24,56,A309322783,72,3/9/2020,3/11/2020,Yes,0,0,A312320039,Crew,Concrete Sub,Concrete Sub,,0,9637.202733,0,0,0,0,,,,,,,,,17993.66706,300,0,7200,0,10793.66706,1 Crew  and Equipment each
A1049952592,Strip Forms [PO_A_L1_Column],,Concrete Columns (Podium),Strip Forms,PO_A_L1_Column,28ed610e-e636-41b9-9003-7ab58d592693,C_Carpenter Crew,1,3,3/9/2020 9:00,3/10/2020 17:00,16,32,A325624239,48,3/9/2020,3/10/2020,Yes,0,0,"A325624239, A1818169189","Precedence, Crew",Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,4800,300,0,4800,0,0,1 Crew  and Equipment each
A26781945,Set Up Forms [PO_A_L2_Floor],,Concrete Slabs (Podium),Set Up Forms,PO_A_L2_Floor,cdf5ec65-1461-4563-b4c8-ef6b89d63847,C_Carpenter Crew,1,3,3/11/2020 9:00,3/12/2020 17:00,16,32,,48,3/11/2020,3/12/2020,Yes,0,0,"A1049952592, A1049952592","Crew, Precedence",Concrete Sub,Concrete Sub,Crane B,0,0,0,0,0,3,,,,,Podium,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,8000,300,0,4800,3200,0,1 Crew  and Equipment each
A400974417,Install Rebar [B1_A_L2_Core Wall],,Core Walls,Install Rebar,B1_A_L2_Core Wall,ebfa5097-75ca-4a35-a132-71eeef18234a,C_Steel Crew,1,3,3/12/2020 9:00,3/16/2020 17:00,24,104,A1818169189,72,3/12/2020,3/16/2020,Yes,0,0,A1039611659,Crew,Concrete Sub,Concrete Sub,,0,9637.19981,0,0,0,0,,,,,,,,,17993.66379,300,0,7200,0,10793.66379,1 Crew  and Equipment each
A381643524,Lean Concrete [PO_A_L0_Floor],,SOG,Lean Concrete,PO_A_L0_Floor,1b917cd1-e4be-49fc-95f5-89a02c3c2b6d,C_Concrete Crew,1,3,3/13/2020 9:00,3/17/2020 17:00,24,104,,72,3/17/2020,3/19/2020,No,0,16,A26781945,Precedence,Concrete Sub,Concrete Sub,,0,0,1,35892.26151,0,0,,,,,,,,,216607.4383,300,500,7200,12000,197407.4383,1 Crew  and Equipment each
A1594058725,Set Up Forms [PO_B_L0_Column],,Concrete Columns (Podium),Set Up Forms,PO_B_L0_Column,8476ff8b-e31e-41ef-846a-9b4a4a19a54d,C_Carpenter Crew,1,3,3/13/2020 9:00,3/18/2020 17:00,32,128,A312320039,96,3/13/2020,3/18/2020,Yes,0,0,A26781945,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,9600,300,0,9600,0,0,1 Crew  and Equipment each
A1298026402,Install Rebar [PO_A_L2_Floor],,Concrete Slabs (Podium),Install Rebar,PO_A_L2_Floor,cdf5ec65-1461-4563-b4c8-ef6b89d63847,C_Steel Crew,1,3,3/17/2020 9:00,3/23/2020 17:00,40,152,A26781945,120,3/17/2020,3/23/2020,Yes,0,0,A400974417,Crew,Concrete Sub,Concrete Sub,,0,178279.9853,0,0,0,0,,,,,Podium,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,211673.5835,300,0,12000,0,199673.5835,1 Crew  and Equipment each
A968039845,WaterProofing [PO_A_L0_Floor],,SOG,WaterProofing,PO_A_L0_Floor,1b917cd1-e4be-49fc-95f5-89a02c3c2b6d,C_Waterproofing Crew,1,3,3/18/2020 9:00,3/20/2020 17:00,24,56,A381643524,72,6/17/2022,6/21/2022,No,0,4696,A381643524,Precedence,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,7200,300,0,7200,0,0,1 Crew  and Equipment each
A83212071,Close Forms [B1_C_L2_Core Wall],,Core Walls,Close Forms,B1_C_L2_Core Wall,cafe10b9-9d9e-42db-98d8-4ef637689590,C_Carpenter Crew,1,3,3/19/2020 9:00,3/20/2020 17:00,16,32,A1039611659,48,3/19/2020,3/20/2020,Yes,0,0,A1594058725,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,4800,300,0,4800,0,0,1 Crew  and Equipment each
A1886390450,Pour Concrete [PO_B_L0_Column],,Concrete Columns (Podium),Pour Concrete,PO_B_L0_Column,8476ff8b-e31e-41ef-846a-9b4a4a19a54d,C_Concrete Crew,1,3,3/19/2020 9:00,3/19/2020 17:00,8,8,A1594058725,24,3/20/2020,3/20/2020,No,0,8,A1594058725,Precedence,Concrete Sub,Concrete Sub,,0,0,1,3213.915462,3213.915462,0,,,,,,,,,24076.53504,300,500,2400,4000,17676.53504,1 Crew  and Equipment each
A1444719987,Cure [PO_B_L0_Column],,Concrete Columns (Podium),Cure,PO_B_L0_Column,8476ff8b-e31e-41ef-846a-9b4a4a19a54d,,0,0,3/19/2020 17:00,3/21/2020 17:00,48,48,A1886390450FaS,0,10/30/2022,11/1/2022,No,22920,22920,A1886390450,Precedence,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1 Crew  and Equipment each
A517501631,Pour Concrete [B1_C_L2_Core Wall],,Core Walls,Pour Concrete,B1_C_L2_Core Wall,cafe10b9-9d9e-42db-98d8-4ef637689590,C_Concrete Crew,1,3,3/23/2020 9:00,3/23/2020 17:00,8,8,A83212071,24,3/25/2020,3/25/2020,No,0,16,A83212071,Precedence,Concrete Sub,Concrete Sub,,0,0,1,2058.307753,2058.307753,0,,,,,,,,,17720.69264,300,500,2400,4000,11320.69264,1 Crew  and Equipment each
A463235155,Strip Forms [PO_B_L0_Column],,Concrete Columns (Podium),Strip Forms,PO_B_L0_Column,8476ff8b-e31e-41ef-846a-9b4a4a19a54d,C_Carpenter Crew,1,3,3/23/2020 9:00,3/24/2020 17:00,16,32,A1886390450,48,3/23/2020,3/24/2020,Yes,0,0,A83212071,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,4800,300,0,4800,0,0,1 Crew  and Equipment each
A409968118,Marking [PO_A_L0_Floor],,SOG,Marking,PO_A_L0_Floor,1b917cd1-e4be-49fc-95f5-89a02c3c2b6d,C_Surveyor Crew,1,3,3/23/2020 9:00,3/25/2020 17:00,24,56,A968039845,72,6/22/2022,6/24/2022,No,1350,4696,A968039845,Precedence,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,7200,300,0,7200,0,0,1 Crew  and Equipment each
A986238691,Cure [B1_C_L2_Core Wall],,Core Walls,Cure,B1_C_L2_Core Wall,cafe10b9-9d9e-42db-98d8-4ef637689590,,0,0,3/23/2020 17:00,3/25/2020 9:00,40,40,A517501631FaS,0,10/31/2022,11/1/2022,No,22832,22832,A517501631,Precedence,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1 Crew  and Equipment each
A2053904743,Install Rebar [PO_B_L0_Core Wall 1],,Core Walls,Install Rebar,PO_B_L0_Core Wall 1,0749749a-645e-49fb-b54a-de1305c462df,C_Steel Crew,1,3,3/24/2020 9:00,3/26/2020 17:00,24,56,A1323615867,72,3/24/2020,3/26/2020,Yes,0,0,A1298026402,Crew,Concrete Sub,Concrete Sub,,0,8632.919279,0,0,0,0,,,,,,,,,16868.86959,300,0,7200,0,9668.869593,1 Crew  and Equipment each
A1377124166,Form Joints [PO_A_L2_Floor],,Concrete Slabs (Podium),Form Joints,PO_A_L2_Floor,cdf5ec65-1461-4563-b4c8-ef6b89d63847,C_Carpenter Crew,1,3,3/25/2020 9:00,3/25/2020 17:00,8,8,A1298026402,24,3/25/2020,3/25/2020,Yes,0,0,A463235155,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,Podium,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A862367355,Pour Concrete seg. 1 [PO_A_L2_Floor],,Concrete Slabs (Podium),Pour Concrete seg. 1,PO_A_L2_Floor,cdf5ec65-1461-4563-b4c8-ef6b89d63847,C_Concrete Crew,1,3,3/26/2020 9:00,3/26/2020 17:00,8,8,A1377124166,24,3/26/2020,3/26/2020,Yes,0,0,A1377124166,Precedence,Concrete Sub,Concrete Sub,,0,0,1,12692.30938,9519.232037,0,,,,,Podium,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,76207.7016,300,500,2400,4000,69807.7016,1 Crew  and Equipment each
A61480432,Set Up Forms [PO_B_L1_Floor],,Concrete Slabs (Podium),Set Up Forms,PO_B_L1_Floor,4fa7883f-5929-4ae8-ba78-437ea370fc22,C_Carpenter Crew,1,3,3/26/2020 9:00,3/27/2020 17:00,16,32,,48,3/26/2020,3/27/2020,Yes,0,0,A1377124166,Crew,Concrete Sub,Concrete Sub,Crane C,0,0,0,0,0,3,,,,,Podium,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,8000,300,0,4800,3200,0,1 Crew  and Equipment each
A1728782011,Install Rebar [PO_B_L0_Core Wall 3],,Core Walls,Install Rebar,PO_B_L0_Core Wall 3,dfdcec1f-9750-45df-b692-b8ada5aebde0,C_Steel Crew,1,3,3/27/2020 9:00,3/31/2020 17:00,24,104,A998493135,72,3/27/2020,3/31/2020,Yes,0,0,A2053904743,Crew,Concrete Sub,Concrete Sub,,0,8632.935683,0,0,0,0,,,,,,,,,16868.88796,300,0,7200,0,9668.887965,1 Crew  and Equipment each
A1556124697,Pour Concrete seg. 3 [PO_A_L2_Floor],,Concrete Slabs (Podium),Pour Concrete seg. 3,PO_A_L2_Floor,cdf5ec65-1461-4563-b4c8-ef6b89d63847,C_Concrete Crew,1,3,3/27/2020 9:00,3/27/2020 17:00,8,8,A1377124166,24,3/27/2020,3/27/2020,Yes,0,0,"A862367355, A862367355, A862367355","Material, Crew, Equipment",Concrete Sub,Concrete Sub,,0,0,1,12692.30938,9519.232037,0,,,,,Podium,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,76207.7016,300,500,2400,4000,69807.7016,1 Crew  and Equipment each
A949934523,Strip Joints [PO_A_L2_Floor],,Concrete Slabs (Podium),Strip Joints,PO_A_L2_Floor,cdf5ec65-1461-4563-b4c8-ef6b89d63847,C_Carpenter Crew,1,3,3/30/2020 9:00,3/30/2020 17:00,8,8,"A1556124697,A862367355",24,3/30/2020,3/30/2020,Yes,0,0,"A61480432, A1556124697","Crew, Precedence",Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,Podium,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A1592058477,Close Forms [B1_A_L2_Core Wall],,Core Walls,Close Forms,B1_A_L2_Core Wall,ebfa5097-75ca-4a35-a132-71eeef18234a,C_Carpenter Crew,1,3,3/31/2020 9:00,4/1/2020 17:00,16,32,A400974417,48,3/31/2020,4/1/2020,Yes,0,0,A949934523,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,4800,300,0,4800,0,0,1 Crew  and Equipment each
A889311936,Pour Concrete seg. 2 [PO_A_L2_Floor],,Concrete Slabs (Podium),Pour Concrete seg. 2,PO_A_L2_Floor,cdf5ec65-1461-4563-b4c8-ef6b89d63847,C_Concrete Crew,1,3,3/31/2020 9:00,3/31/2020 17:00,8,8,A949934523,24,3/31/2020,3/31/2020,Yes,0,0,A949934523,Precedence,Concrete Sub,Concrete Sub,,0,0,1,9519.232037,9519.232037,0,,,,,Podium,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,58755.7762,300,500,2400,4000,52355.7762,1 Crew  and Equipment each
A1067966061,Pour Concrete seg. 4 [PO_A_L2_Floor],,Concrete Slabs (Podium),Pour Concrete seg. 4,PO_A_L2_Floor,cdf5ec65-1461-4563-b4c8-ef6b89d63847,C_Concrete Crew,1,3,4/1/2020 9:00,4/1/2020 17:00,8,8,A949934523,24,4/3/2020,4/3/2020,No,0,16,"A889311936, A889311936, A889311936","Material, Equipment, Crew",Concrete Sub,Concrete Sub,,0,0,1,9519.232037,9519.232037,0,,,,,Podium,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,58755.7762,300,500,2400,4000,52355.7762,1 Crew  and Equipment each
A383922606,Install Curtain Panels [PO_A_L1_Facade],,Facade Panel - Type C,Install Curtain Panels,PO_A_L1_Facade,9596791f-1f26-481b-a1ba-e6b498b95e11,Facade Crew,1,3,4/1/2020 9:00,4/7/2020 17:00,40,152,,120,4/6/2020,4/10/2020,No,0,24,A889311936,Precedence,Facade Sub,Arc,Crane C,0,0,0,0,0,0,,,,,,,,,20000,300,0,12000,8000,0,1 Crew  and Equipment each
A408681220,Install Rebar [B1_B_L2_Column],,Concrete Columns (Typical),Install Rebar,B1_B_L2_Column,e9250f06-345e-4937-a296-ad27527529e2,C_Steel Crew,1,3,4/1/2020 9:00,4/3/2020 17:00,24,56,,72,4/1/2020,4/3/2020,Yes,0,0,"A889311936, A1728782011","Precedence, Crew",Concrete Sub,Concrete Sub,Crane B,0,2285.756549,0,0,0,0,,,,,,,,,14560.04733,300,0,7200,4800,2560.047335,1 Crew  and Equipment each
A1509204584,Cure [PO_A_L2_Floor],,Concrete Slabs (Podium),Cure,PO_A_L2_Floor,cdf5ec65-1461-4563-b4c8-ef6b89d63847,,0,0,4/1/2020 17:00,4/4/2020 17:00,72,72,"A1067966061,A889311936",0,4/4/2020,4/7/2020,No,64,64,A1067966061,Precedence,,,,0,0,0,0,0,0,,,,,Podium,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,0,0,0,0,0,0,1 Crew  and Equipment each
A24217853,Set Up Forms [PO_A_L0_Stair 1],,Concrete Stair,Set Up Forms,PO_A_L0_Stair 1,48c95018-92ec-4229-bcd2-e3db2d8684f0,C_Carpenter Crew,1,3,4/2/2020 9:00,4/3/2020 17:00,16,32,,48,4/2/2020,4/3/2020,Yes,0,0,A1592058477,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,4800,300,0,4800,0,0,1 Crew  and Equipment each
A2026348037,Pour Concrete [B1_A_L2_Core Wall],,Core Walls,Pour Concrete,B1_A_L2_Core Wall,ebfa5097-75ca-4a35-a132-71eeef18234a,C_Concrete Crew,1,3,4/2/2020 9:00,4/2/2020 17:00,8,8,A1592058477,24,4/7/2020,4/7/2020,No,0,24,"A1067966061, A1067966061, A1067966061, A1592058477","Crew, Material, Equipment, Precedence",Concrete Sub,Concrete Sub,,0,0,1,2058.307129,2058.307129,0,,,,,,,,,17720.68921,300,500,2400,4000,11320.68921,1 Crew  and Equipment each
A347601449,Cure [B1_A_L2_Core Wall],,Core Walls,Cure,B1_A_L2_Core Wall,ebfa5097-75ca-4a35-a132-71eeef18234a,,0,0,4/2/2020 17:00,4/4/2020 9:00,40,40,A2026348037FaS,0,10/31/2022,11/1/2022,No,22592,22592,A2026348037,Precedence,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1 Crew  and Equipment each
A1999989710,Install Rebar [B1_A_L2_Column],,Concrete Columns (Typical),Install Rebar,B1_A_L2_Column,1710663a-06c6-4bad-9bd6-312e88e75f60,C_Steel Crew,1,3,4/6/2020 9:00,4/8/2020 17:00,24,56,,72,4/6/2020,4/8/2020,Yes,0,0,"A408681220, A408681220, A408681220","Crane, Crew, Crane Location",Concrete Sub,Concrete Sub,Crane B,0,1714.315673,0,0,0,0,,,,,,,,,13920.03355,300,0,7200,4800,1920.033553,1 Crew  and Equipment each
A260950258,Set Up Forms [B1_B_L2_Column],,Concrete Columns (Typical),Set Up Forms,B1_B_L2_Column,e9250f06-345e-4937-a296-ad27527529e2,C_Carpenter Crew,1,3,4/6/2020 9:00,4/6/2020 17:00,8,8,A408681220,24,4/6/2020,4/6/2020,Yes,0,0,"A408681220, A24217853","Precedence, Crew",Concrete Sub,Concrete Sub,,0,0,0,0,0,0,1,,,,,,,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A333133559,Pour Concrete [B1_B_L2_Column],,Concrete Columns (Typical),Pour Concrete,B1_B_L2_Column,e9250f06-345e-4937-a296-ad27527529e2,C_Concrete Crew,1,3,4/7/2020 9:00,4/7/2020 17:00,8,8,A260950258,24,4/8/2020,4/8/2020,No,0,8,A260950258,Precedence,Concrete Sub,Concrete Sub,,0,0,1,488.1904591,488.1904591,0,,,,,,,,,9085.047525,300,500,2400,4000,2685.047525,1 Crew  and Equipment each
A1238549262,Strip Forms [PO_A_L2_Floor],,Concrete Slabs (Podium),Strip Forms,PO_A_L2_Floor,cdf5ec65-1461-4563-b4c8-ef6b89d63847,C_Carpenter Crew,1,3,4/7/2020 9:00,4/7/2020 17:00,8,8,A1509204584,24,4/7/2020,4/7/2020,Yes,0,0,A260950258,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,-3,,,,,Podium,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A646783403,Cure [B1_B_L2_Column],,Concrete Columns (Typical),Cure,B1_B_L2_Column,e9250f06-345e-4937-a296-ad27527529e2,,0,0,4/7/2020 17:00,4/9/2020 17:00,48,48,A333133559FaS,0,10/30/2022,11/1/2022,No,22464,22464,A333133559,Precedence,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1 Crew  and Equipment each
A2120467395,Install Curtain Panels [PO_A_L0_Facade],,Facade Panel - Type C,Install Curtain Panels,PO_A_L0_Facade,b3e553f4-7a55-4e89-8e58-dec94796d34d,Facade Crew,1,3,4/8/2020 9:00,4/14/2020 17:00,40,152,,120,4/13/2020,4/17/2020,No,24,24,"A383922606, A383922606, A383922606","Crane Location, Crane, Crew",Facade Sub,Arc,Crane C,0,0,0,0,0,0,,,,,,,,,20000,300,0,12000,8000,0,1 Crew  and Equipment each
A1321078570,Climb Platform [B1_C_L3_Core Wall],,Core Walls,Climb Platform,B1_C_L3_Core Wall,b89ec21c-67c3-4444-af8e-1da21acdc9dc,C_Carpenter Crew,1,3,4/8/2020 9:00,4/8/2020 17:00,8,8,,24,4/8/2020,4/8/2020,Yes,0,0,A1238549262,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A2051367446,Install Rebar [B1_C_L3_Core Wall],,Core Walls,Install Rebar,B1_C_L3_Core Wall,b89ec21c-67c3-4444-af8e-1da21acdc9dc,C_Steel Crew,1,3,4/9/2020 9:00,4/13/2020 17:00,24,104,A1321078570,72,4/9/2020,4/13/2020,Yes,0,0,"A1999989710, A1321078570","Crew, Precedence",Concrete Sub,Concrete Sub,,0,9637.20325,0,0,0,0,,,,,,,,,17993.66764,300,0,7200,0,10793.66764,1 Crew  and Equipment each
A1757077608,Strip Forms [B1_B_L2_Column],,Concrete Columns (Typical),Strip Forms,B1_B_L2_Column,e9250f06-345e-4937-a296-ad27527529e2,C_Carpenter Crew,1,3,4/9/2020 9:00,4/10/2020 17:00,16,32,A333133559,48,4/9/2020,4/10/2020,Yes,0,0,A1321078570,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,4800,300,0,4800,0,0,1 Crew  and Equipment each
A1500929457,Set Up Forms [B1_B_L3_Floor],,Concrete Slabs (Typical),Set Up Forms,B1_B_L3_Floor,568ffa2f-fc41-4b94-85a6-548d857c85f0,C_Carpenter Crew,1,3,4/13/2020 9:00,4/13/2020 17:00,8,8,,24,4/13/2020,4/13/2020,Yes,0,0,"A1757077608, A1757077608","Crew, Precedence",Concrete Sub,Concrete Sub,Crane B,0,0,0,0,0,1,,,,,B1,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,4000,300,0,2400,1600,0,1 Crew  and Equipment each
A1400689097,Install Rebar [B1_B_L3_Floor],,Concrete Slabs (Typical),Install Rebar,B1_B_L3_Floor,568ffa2f-fc41-4b94-85a6-548d857c85f0,C_Steel Crew,1,3,4/14/2020 9:00,4/17/2020 17:00,32,80,A1500929457,96,4/14/2020,4/17/2020,Yes,0,0,"A2051367446, A1500929457","Crew, Precedence",Concrete Sub,Concrete Sub,,0,30127.47249,0,0,0,0,,,,,B1,"FamilySymbol ""400 x 800mm"", #235079, FloorType ""Generic Floor - 400mm"", #226",,,43342.76919,300,0,9600,0,33742.76919,1 Crew  and Equipment each
A1852258748,Set Up Forms [B1_A_L2_Column],,Concrete Columns (Typical),Set Up Forms,B1_A_L2_Column,1710663a-06c6-4bad-9bd6-312e88e75f60,C_Carpenter Crew,1,3,4/14/2020 9:00,4/14/2020 15:00,6,6,A1999989710,18,4/14/2020,4/14/2020,No,0,2,A1500929457,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,1,,,,,,,,1800,300,0,1800,0,0,1 Crew  and Equipment each
A1924442049,Pour Concrete [B1_A_L2_Column],,Concrete Columns (Typical),Pour Concrete,B1_A_L2_Column,1710663a-06c6-4bad-9bd6-312e88e75f60,C_Concrete Crew,1,3,4/14/2020 15:00,4/15/2020 15:00,8,24,A1852258748,24,4/17/2020,4/17/2020,No,0,18,A1852258748,Precedence,Concrete Sub,Concrete Sub,,0,0,1,366.1424729,366.1424729,0,,,,,,,,,8413.783601,300,500,2400,4000,2013.783601,1 Crew  and Equipment each
A1904484097,Climb Platform [B1_A_L3_Core Wall],,Core Walls,Climb Platform,B1_A_L3_Core Wall,1acd2caf-156b-4f46-8d6f-b9ba3cdd9e22,C_Carpenter Crew,1,3,4/14/2020 15:00,4/15/2020 15:00,8,24,,24,4/15/2020,4/15/2020,No,0,2,A1852258748,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,2400,300,0,2400,0,0,1 Crew  and Equipment each
A772382423,Close Forms [PO_B_L0_Core Wall 3],,Core Walls,Close Forms,PO_B_L0_Core Wall 3,dfdcec1f-9750-45df-b692-b8ada5aebde0,C_Carpenter Crew,1,3,4/15/2020 15:00,4/17/2020 15:00,16,48,A1728782011,48,4/16/2020,4/17/2020,No,0,2,A1904484097,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,4800,300,0,4800,0,0,1 Crew  and Equipment each
A90608245,Cure [B1_A_L2_Column],,Concrete Columns (Typical),Cure,B1_A_L2_Column,1710663a-06c6-4bad-9bd6-312e88e75f60,,0,0,4/15/2020 15:00,4/17/2020 15:00,48,48,A1924442049FaS,0,10/30/2022,11/1/2022,No,22274,22274,A1924442049,Precedence,,,,0,0,0,0,0,0,,,,,,,,,0,0,0,0,0,0,1 Crew  and Equipment each
A1200902450,Strip Forms [B1_A_L2_Column],,Concrete Columns (Typical),Strip Forms,B1_A_L2_Column,1710663a-06c6-4bad-9bd6-312e88e75f60,C_Carpenter Crew,1,3,4/17/2020 15:00,4/21/2020 15:00,16,96,A1924442049,48,4/20/2020,4/21/2020,No,0,2,A772382423,Crew,Concrete Sub,Concrete Sub,,0,0,0,0,0,0,,,,,,,,,4800,300,0,4800,0,0,1 Crew  and Equipment each
A1206671983,Pour Concrete [PO_B_L0_Core Wall 3],,Core Walls,Pour Concrete,PO_B_L0_Core Wall 3,dfdcec1f-9750-45df-b692-b8ada5aebde0,C_Concrete Crew,1,3,4/17/2020 15:00,4/20/2020 15:00,8,72,A772382423,24,4/21/2020,4/21/2020,No,0,10,A772382423,Precedence,Concrete Sub,Concrete Sub,,0,0,1,1843.817023,1843.817023,0,,,,,,,,,16540.99363,300,500,2400,4000,10140.99363,1 Crew  and Equipment each
